run,motion,success,score,root_pos_error_mean,root_pos_error_max,body_global_pos_error_mean,ee_global_pos_error_mean,joint_pos_error_mean,body_local_pos_error_mean,ee_local_pos_error_mean,contact_mismatch_rate,control_delta_mean,joint_acc_mean,metrics_path,video_path
saved_walk,walk,true,-1.131421539187,0.062525637448,0.206305220723,0.067157380283,0.068951152265,0.430606365204,0.022506304085,0.034956604242,0.134999990463,0.234389513731,112.317527770996,/tmp/g1_wbc_l145_three_motion_saved_20260622/walk/metrics.json,outputs/g1_wbc_l145_three_motion_20260622/videos/walk_l145_rollout.mp4
saved_qixing,qixing,true,-1.512292174622,0.059800002724,0.182373806834,0.066211745143,0.072264559567,0.554792404175,0.029365355149,0.046654894948,0.216250002384,0.233315229416,94.262283325195,/tmp/g1_wbc_l145_three_motion_saved_20260622/qixing/metrics.json,outputs/g1_wbc_l145_three_motion_20260622/videos/qixing_l145_rollout.mp4
saved_jump,jump,false,-2.394756428152,0.092530153692,0.330634653568,0.099926397204,0.110085248947,0.666414499283,0.028071297333,0.044299166650,0.368124991655,0.459277838469,226.184448242188,/tmp/g1_wbc_l145_three_motion_saved_20260622/jump/metrics.json,outputs/g1_wbc_l145_three_motion_20260622/videos/jump_l145_rollout_failed.mp4
jump_repeat1,jump,false,-2.779260948300,0.181710645556,0.670849859715,0.188595056534,0.195558995008,0.700720787048,0.030289838091,0.048022065312,0.362499982119,0.472331494093,235.445037841797,/tmp/g1_wbc_l145_three_motion_saved_20260622/jump_repeat1/metrics.json,
upper_bound_jump_reference,jump,true,-2.177206049860,0.076795496047,0.371578454971,0.084513604641,0.091007508337,0.645237743855,0.027634555474,0.043426059186,0.336250007153,0.479862451554,227.720596313477,/tmp/g1_wbc_local_upper_bound_gpu_20260622/candidates/jg_s128_L145_smooth005/jump/jump_s128_i2_h40_c20_k8_sig0p04_0p1_0p18_seed0/metrics.json,
