motion_name,samples,iterations,horizon,control,knot_count,root_pos_sigma,root_rot_sigma,joint_sigma,seed,status,exit_code,duration_sec,output_dir,metrics_path,reference_metrics_path,motion,method,checkpoint,device,max_steps,command,error,metric_num_steps,metric_score,metric_success,metric_root_pos_error_mean,metric_root_pos_error_max,metric_root_rot_error_mean,metric_joint_pos_error_mean,metric_joint_vel_error_mean,metric_body_global_pos_error_mean,metric_body_global_rot_error_mean,metric_body_local_pos_error_mean,metric_body_local_rot_error_mean,metric_ee_global_pos_error_mean,metric_ee_global_rot_error_mean,metric_ee_local_pos_error_mean,metric_ee_local_rot_error_mean,metric_hand_global_pos_error_mean,metric_hand_global_rot_error_mean,metric_hand_local_pos_error_mean,metric_hand_local_rot_error_mean,metric_contact_mismatch_rate,metric_contact_false_positive_rate,metric_contact_false_negative_rate,metric_contact_switch_rate,metric_reference_contact_switch_rate,metric_contact_force_active_mean,metric_contact_force_peak,metric_contact_force_excess_mean,metric_contact_force_delta_mean,metric_bad_floor_contact_rate,metric_bad_floor_force_mean,metric_bad_floor_force_excess_mean,metric_action_delta_mean,metric_control_delta_mean,metric_joint_acc_mean,metric_joint_jerk_mean,ref_score,delta_score,ref_root_pos_error_mean,delta_root_pos_error_mean,ref_body_global_pos_error_mean,delta_body_global_pos_error_mean,ref_ee_global_pos_error_mean,delta_ee_global_pos_error_mean,ref_ee_local_pos_error_mean,delta_ee_local_pos_error_mean,ref_contact_mismatch_rate,delta_contact_mismatch_rate,ref_control_delta_mean,delta_control_delta_mean,ref_joint_acc_mean,delta_joint_acc_mean,mpc_preset,mpc_num_samples,mpc_num_iterations,mpc_planning_horizon_steps,mpc_control_steps,mpc_sampling_mode,mpc_knot_count,mpc_use_warm_start,mpc_warm_start_source,mpc_warm_start_decay,mpc_elite_frac,mpc_temperature,mpc_root_pos_sigma,mpc_root_rot_sigma,mpc_joint_sigma,mpc_min_root_pos_sigma,mpc_min_root_rot_sigma,mpc_min_joint_sigma,mpc_sigma_decay,mpc_smooth_passes,mpc_command_reg_weight,mpc_command_smooth_weight,mpc_reward_weight_source,mpc_acceptance_gate,mpc_guided_candidate,mpc_final_scores_mean,mpc_final_scores_max,mpc_accepted,mpc_used_baseline_fallback,mpc_num_windows,mpc_accepted_windows,mpc_final_candidate_score,mpc_final_baseline_score,mpc_guided_joint_clip,mpc_guided_joint_gain,mpc_guided_root_pos_clip,mpc_guided_root_pos_gain,mpc_guided_root_rot_clip,mpc_guided_root_rot_gain
walk,128,2,40,20,8,0.04,0.1,0.18,0,ok,0,121.152,/tmp/g1_wbc_local_recovery_gpu_20260622_cuda/promoted/jg_s128_L148_posture/walk/walk_s128_i2_h40_c20_k8_sig0p04_0p1_0p18_seed0,/tmp/g1_wbc_local_recovery_gpu_20260622_cuda/promoted/jg_s128_L148_posture/walk/walk_s128_i2_h40_c20_k8_sig0p04_0p1_0p18_seed0/metrics.json,/home/wujs/Projects/BrainStorm/Learning/RL/model-based/g1_wbc_testbed_motion_package_20260617/outputs/spider/walk/g1_wbc_joint_global/metrics.json,/home/wujs/Projects/BrainStorm/Learning/RL/model-based/g1_wbc_testbed_motion_package_20260617/input_motions/walk/motion.npz,g1_wbc_joint_global,/home/wujs/Projects/BrainStorm/Learning/RL/model-based/wxy/0608_ckpt_bc/model_8000.pt,cuda:0,800,/home/wujs/Projects/BrainStorm/Learning/RL/model-based/spider/.venv/bin/python -m spider.tasks.g1_wbc.evaluate --motion /home/wujs/Projects/BrainStorm/Learning/RL/model-based/g1_wbc_testbed_motion_package_20260617/input_motions/walk/motion.npz --motion-type isaaclab --checkpoint bc --method g1_wbc_joint_global --max-steps 800 --device cuda:0 --output-dir /tmp/g1_wbc_local_recovery_gpu_20260622_cuda/promoted/jg_s128_L148_posture/walk/walk_s128_i2_h40_c20_k8_sig0p04_0p1_0p18_seed0 --mpc-preset aggressive --mpc-sampling-mode knot --mpc-knot-count 8 --mpc-samples 128 --mpc-iterations 2 --mpc-planning-horizon-steps 40 --mpc-control-steps 20 --mpc-temperature 0.7 --mpc-root-pos-sigma 0.04 --mpc-root-rot-sigma 0.1 --mpc-joint-sigma 0.18 --mpc-smooth-passes 0 --mpc-command-reg-weight 0.0 --mpc-command-smooth-weight 0.0 --mpc-guided-root-pos-gain 0.50 --mpc-guided-root-rot-gain 0.50 --mpc-guided-joint-gain 0.50 --mpc-guided-root-pos-clip 0.05 --mpc-guided-root-rot-clip 0.12 --mpc-guided-joint-clip 0.35 --mpc-guided-candidate --mpc-acceptance-gate --mpc-reward-weights /tmp/g1_wbc_local_recovery_gpu_20260622_cuda/reward_weights/jg_s128_L148_posture.json --nconmax-per-env 512 --njmax-per-env 2048 --seed 0,,800.0,-1.1668553225696088,True,0.06019832193851471,0.1361069232225418,0.08487249165773392,0.4406689405441284,3.2463138103485107,0.06516788899898529,0.11374285072088242,0.023672061040997505,0.11565066128969193,0.06783411651849747,0.11839757114648819,0.03611483424901962,0.12612871825695038,0.07471376657485962,0.14651980996131897,0.035400182008743286,0.16180427372455597,0.14000000059604645,0.13124999403953552,0.008750000037252903,0.03817271813750267,0.02690863609313965,77.96647644042969,431.9974365234375,0.0008178079151548445,0.09654245525598526,0.0,0.0,0.0,0.5929844379425049,0.23753803968429565,110.2936782836914,124.11791229248047,-1.0359681352972985,-0.1308871872723103,0.0432494655251503,0.01694885641336441,0.04528722167015076,0.019880667328834534,0.04706069082021713,0.020773425698280334,0.03293262794613838,0.003182206302881241,0.13437499105930328,0.005625009536743164,0.14889544248580933,0.08864259719848633,84.31878662109375,25.974891662597656,aggressive,128,2,40,20,knot,8,False,best,1.0,0.125,0.7,0.04,0.1,0.18,0.002,0.004,0.008,0.75,0,0.0,0.0,/tmp/g1_wbc_local_recovery_gpu_20260622_cuda/reward_weights/jg_s128_L148_posture.json,True,True,-10.063240051269531,-6.598855495452881,True,False,40,40,-7.708292484283447,-12.06169319152832,0.35,0.5,0.05,0.5,0.12,0.5
qixing,128,2,40,20,8,0.04,0.1,0.18,0,ok,0,121.297,/tmp/g1_wbc_local_recovery_gpu_20260622_cuda/promoted/jg_s128_L148_posture/qixing/qixing_s128_i2_h40_c20_k8_sig0p04_0p1_0p18_seed0,/tmp/g1_wbc_local_recovery_gpu_20260622_cuda/promoted/jg_s128_L148_posture/qixing/qixing_s128_i2_h40_c20_k8_sig0p04_0p1_0p18_seed0/metrics.json,/home/wujs/Projects/BrainStorm/Learning/RL/model-based/g1_wbc_testbed_motion_package_20260617/outputs/spider/qixing/g1_wbc_joint_global/metrics.json,/home/wujs/Projects/BrainStorm/Learning/RL/model-based/g1_wbc_testbed_motion_package_20260617/input_motions/qixing/motion.npz,g1_wbc_joint_global,/home/wujs/Projects/BrainStorm/Learning/RL/model-based/wxy/0608_ckpt_bc/model_8000.pt,cuda:0,800,/home/wujs/Projects/BrainStorm/Learning/RL/model-based/spider/.venv/bin/python -m spider.tasks.g1_wbc.evaluate --motion /home/wujs/Projects/BrainStorm/Learning/RL/model-based/g1_wbc_testbed_motion_package_20260617/input_motions/qixing/motion.npz --motion-type isaaclab --checkpoint bc --method g1_wbc_joint_global --max-steps 800 --device cuda:0 --output-dir /tmp/g1_wbc_local_recovery_gpu_20260622_cuda/promoted/jg_s128_L148_posture/qixing/qixing_s128_i2_h40_c20_k8_sig0p04_0p1_0p18_seed0 --mpc-preset aggressive --mpc-sampling-mode knot --mpc-knot-count 8 --mpc-samples 128 --mpc-iterations 2 --mpc-planning-horizon-steps 40 --mpc-control-steps 20 --mpc-temperature 0.7 --mpc-root-pos-sigma 0.04 --mpc-root-rot-sigma 0.1 --mpc-joint-sigma 0.18 --mpc-smooth-passes 0 --mpc-command-reg-weight 0.0 --mpc-command-smooth-weight 0.0 --mpc-guided-root-pos-gain 0.50 --mpc-guided-root-rot-gain 0.50 --mpc-guided-joint-gain 0.50 --mpc-guided-root-pos-clip 0.05 --mpc-guided-root-rot-clip 0.12 --mpc-guided-joint-clip 0.35 --mpc-guided-candidate --mpc-acceptance-gate --mpc-reward-weights /tmp/g1_wbc_local_recovery_gpu_20260622_cuda/reward_weights/jg_s128_L148_posture.json --nconmax-per-env 512 --njmax-per-env 2048 --seed 0,,800.0,-1.560939022526145,True,0.061108361929655075,0.15553046762943268,0.09784963726997375,0.5242078900337219,2.788757562637329,0.0678730309009552,0.14802052080631256,0.027533862739801407,0.139417827129364,0.07262080907821655,0.15606899559497833,0.04372411593794823,0.15698665380477905,0.08046029508113861,0.204389289021492,0.04134411737322807,0.20855845510959625,0.22999998927116394,0.20812499523162842,0.02187499962747097,0.02628285437822342,0.01877346634864807,53.641536712646484,414.1622619628906,0.0005076852976344526,0.0658969059586525,0.0,0.0,0.0,0.6006986498832703,0.22846727073192596,87.89629364013672,94.94786834716797,-1.372238962352276,-0.1887000601738691,0.038554538041353226,0.02255382388830185,0.04601193219423294,0.02186109870672226,0.05369969457387924,0.01892111450433731,0.04696930572390556,-0.0032451897859573364,0.20624999701976776,0.02374999225139618,0.1862497329711914,0.04221753776073456,73.07279968261719,14.823493957519531,aggressive,128,2,40,20,knot,8,False,best,1.0,0.125,0.7,0.04,0.1,0.18,0.002,0.004,0.008,0.75,0,0.0,0.0,/tmp/g1_wbc_local_recovery_gpu_20260622_cuda/reward_weights/jg_s128_L148_posture.json,True,True,-12.337385177612305,-8.574837684631348,True,False,40,40,-8.250699996948242,-14.246914863586426,0.35,0.5,0.05,0.5,0.12,0.5
