motion_name,samples,iterations,horizon,control,knot_count,root_pos_sigma,root_rot_sigma,joint_sigma,seed,status,exit_code,duration_sec,output_dir,metrics_path,reference_metrics_path,motion,method,checkpoint,device,max_steps,command,error,metric_num_steps,metric_score,metric_success,metric_root_pos_error_mean,metric_root_pos_error_max,metric_root_rot_error_mean,metric_joint_pos_error_mean,metric_joint_vel_error_mean,metric_body_global_pos_error_mean,metric_body_global_rot_error_mean,metric_body_local_pos_error_mean,metric_body_local_rot_error_mean,metric_ee_global_pos_error_mean,metric_ee_global_rot_error_mean,metric_ee_local_pos_error_mean,metric_ee_local_rot_error_mean,metric_hand_global_pos_error_mean,metric_hand_global_rot_error_mean,metric_hand_local_pos_error_mean,metric_hand_local_rot_error_mean,metric_contact_mismatch_rate,metric_contact_false_positive_rate,metric_contact_false_negative_rate,metric_contact_switch_rate,metric_reference_contact_switch_rate,metric_contact_force_active_mean,metric_contact_force_peak,metric_contact_force_excess_mean,metric_contact_force_delta_mean,metric_bad_floor_contact_rate,metric_bad_floor_force_mean,metric_bad_floor_force_excess_mean,metric_action_delta_mean,metric_control_delta_mean,metric_joint_acc_mean,metric_joint_jerk_mean,ref_score,delta_score,ref_root_pos_error_mean,delta_root_pos_error_mean,ref_body_global_pos_error_mean,delta_body_global_pos_error_mean,ref_ee_global_pos_error_mean,delta_ee_global_pos_error_mean,ref_ee_local_pos_error_mean,delta_ee_local_pos_error_mean,ref_contact_mismatch_rate,delta_contact_mismatch_rate,ref_control_delta_mean,delta_control_delta_mean,ref_joint_acc_mean,delta_joint_acc_mean,mpc_preset,mpc_num_samples,mpc_num_iterations,mpc_planning_horizon_steps,mpc_control_steps,mpc_sampling_mode,mpc_knot_count,mpc_use_warm_start,mpc_warm_start_source,mpc_warm_start_decay,mpc_elite_frac,mpc_temperature,mpc_root_pos_sigma,mpc_root_rot_sigma,mpc_joint_sigma,mpc_min_root_pos_sigma,mpc_min_root_rot_sigma,mpc_min_joint_sigma,mpc_sigma_decay,mpc_smooth_passes,mpc_command_reg_weight,mpc_command_smooth_weight,mpc_reward_weight_source,mpc_acceptance_gate,mpc_guided_candidate,mpc_final_scores_mean,mpc_final_scores_max,mpc_accepted,mpc_used_baseline_fallback,mpc_num_windows,mpc_accepted_windows,mpc_final_candidate_score,mpc_final_baseline_score,mpc_guided_joint_clip,mpc_guided_joint_gain,mpc_guided_root_pos_clip,mpc_guided_root_pos_gain,mpc_guided_root_rot_clip,mpc_guided_root_rot_gain
jump,512,2,40,20,4,0.04,0.1,0.18,0,ok,0,173.62,outputs/g1_wbc_mechanism_20260623/stage_b_structure/knot/jump/jump_s512_i2_h40_c20_k4_sig0p04_0p1_0p18_seed0,outputs/g1_wbc_mechanism_20260623/stage_b_structure/knot/jump/jump_s512_i2_h40_c20_k4_sig0p04_0p1_0p18_seed0/metrics.json,/home/wujs/Projects/BrainStorm/Learning/RL/model-based/g1_wbc_testbed_motion_package_20260617/outputs/spider/jump/g1_wbc_joint_global/metrics.json,/home/wujs/Projects/BrainStorm/Learning/RL/model-based/g1_wbc_testbed_motion_package_20260617/input_motions/jump/motion.npz,g1_wbc_joint_global,/home/wujs/Projects/BrainStorm/Learning/RL/model-based/wxy/0608_ckpt_bc/model_8000.pt,cuda:0,800,/home/wujs/Projects/BrainStorm/Learning/RL/model-based/spider/.venv/bin/python -m spider.tasks.g1_wbc.evaluate --motion /home/wujs/Projects/BrainStorm/Learning/RL/model-based/g1_wbc_testbed_motion_package_20260617/input_motions/jump/motion.npz --motion-type isaaclab --checkpoint bc --method g1_wbc_joint_global --max-steps 800 --device cuda:0 --output-dir outputs/g1_wbc_mechanism_20260623/stage_b_structure/knot/jump/jump_s512_i2_h40_c20_k4_sig0p04_0p1_0p18_seed0 --mpc-preset aggressive --mpc-sampling-mode knot --mpc-knot-count 4 --mpc-samples 512 --mpc-iterations 2 --mpc-planning-horizon-steps 40 --mpc-control-steps 20 --mpc-temperature 0.7 --mpc-root-pos-sigma 0.04 --mpc-root-rot-sigma 0.1 --mpc-joint-sigma 0.18 --mpc-smooth-passes 0 --mpc-command-reg-weight 0.0 --mpc-command-smooth-weight 0.0 --mpc-guided-root-pos-gain 0.50 --mpc-guided-root-rot-gain 0.50 --mpc-guided-joint-gain 0.50 --mpc-guided-root-pos-clip 0.05 --mpc-guided-root-rot-clip 0.12 --mpc-guided-joint-clip 0.35 --mpc-guided-candidate --mpc-acceptance-gate --mpc-reward-weights ../g1_wbc_testbed_motion_package_20260617/metadata/g1_wbc_reward_weights_method_specific_v14_20260612.json --nconmax-per-env 512 --njmax-per-env 2048 --seed 0,,800.0,-2.674742652475834,True,0.17569999396800995,0.8318372964859009,0.13255999982357025,0.7285457849502563,5.534392833709717,0.18494270741939545,0.20242057740688324,0.03212851658463478,0.19226670265197754,0.1931188702583313,0.2375115305185318,0.049860741943120956,0.22753630578517914,0.17908330261707306,0.308413565158844,0.04575219377875328,0.3163689970970154,0.34187498688697815,0.3137499988079071,0.02812499925494194,0.048811014741659164,0.042553193867206573,75.38434600830078,900.2593994140625,0.009743228554725647,0.14902982115745544,0.0,0.0,0.0,0.8874510526657104,0.3715228736400604,194.75543212890625,239.58409118652344,-2.078044440969825,-0.5966982115060091,0.04248392954468727,0.13321606442332268,0.05304131656885147,0.13190139085054398,0.06079898029565811,0.1323198899626732,0.03966686874628067,0.010193873196840286,0.35499998927116394,-0.013125002384185791,0.3372446894645691,0.03427818417549133,191.8719940185547,2.8834381103515625,aggressive,512,2,40,20,knot,4,False,best,1.0,0.125,0.7,0.04,0.1,0.18,0.002,0.004,0.008,0.75,0,0.0,0.0,/home/wujs/Projects/BrainStorm/Learning/RL/model-based/g1_wbc_testbed_motion_package_20260617/metadata/g1_wbc_reward_weights_method_specific_v14_20260612.json,True,True,-12.752058029174805,-10.910995483398438,True,False,40,40,-17.362098693847656,-110.46882629394531,0.35,0.5,0.05,0.5,0.12,0.5
jump,512,2,40,20,12,0.04,0.1,0.18,0,ok,0,182.531,outputs/g1_wbc_mechanism_20260623/stage_b_structure/knot/jump/jump_s512_i2_h40_c20_k12_sig0p04_0p1_0p18_seed0,outputs/g1_wbc_mechanism_20260623/stage_b_structure/knot/jump/jump_s512_i2_h40_c20_k12_sig0p04_0p1_0p18_seed0/metrics.json,/home/wujs/Projects/BrainStorm/Learning/RL/model-based/g1_wbc_testbed_motion_package_20260617/outputs/spider/jump/g1_wbc_joint_global/metrics.json,/home/wujs/Projects/BrainStorm/Learning/RL/model-based/g1_wbc_testbed_motion_package_20260617/input_motions/jump/motion.npz,g1_wbc_joint_global,/home/wujs/Projects/BrainStorm/Learning/RL/model-based/wxy/0608_ckpt_bc/model_8000.pt,cuda:0,800,/home/wujs/Projects/BrainStorm/Learning/RL/model-based/spider/.venv/bin/python -m spider.tasks.g1_wbc.evaluate --motion /home/wujs/Projects/BrainStorm/Learning/RL/model-based/g1_wbc_testbed_motion_package_20260617/input_motions/jump/motion.npz --motion-type isaaclab --checkpoint bc --method g1_wbc_joint_global --max-steps 800 --device cuda:0 --output-dir outputs/g1_wbc_mechanism_20260623/stage_b_structure/knot/jump/jump_s512_i2_h40_c20_k12_sig0p04_0p1_0p18_seed0 --mpc-preset aggressive --mpc-sampling-mode knot --mpc-knot-count 12 --mpc-samples 512 --mpc-iterations 2 --mpc-planning-horizon-steps 40 --mpc-control-steps 20 --mpc-temperature 0.7 --mpc-root-pos-sigma 0.04 --mpc-root-rot-sigma 0.1 --mpc-joint-sigma 0.18 --mpc-smooth-passes 0 --mpc-command-reg-weight 0.0 --mpc-command-smooth-weight 0.0 --mpc-guided-root-pos-gain 0.50 --mpc-guided-root-rot-gain 0.50 --mpc-guided-joint-gain 0.50 --mpc-guided-root-pos-clip 0.05 --mpc-guided-root-rot-clip 0.12 --mpc-guided-joint-clip 0.35 --mpc-guided-candidate --mpc-acceptance-gate --mpc-reward-weights ../g1_wbc_testbed_motion_package_20260617/metadata/g1_wbc_reward_weights_method_specific_v14_20260612.json --nconmax-per-env 512 --njmax-per-env 2048 --seed 0,,800.0,-2.3972345791757106,False,0.10120721906423569,0.42907804250717163,0.13287268579006195,0.6628523468971252,6.6674604415893555,0.1074712872505188,0.18452560901641846,0.02738126553595066,0.15778259932994843,0.1142103299498558,0.21423980593681335,0.04365111142396927,0.1970168650150299,0.10571222752332687,0.26682421565055847,0.03760971501469612,0.26189854741096497,0.359375,0.3362500071525574,0.023125000298023224,0.05882352963089943,0.042553193867206573,75.60162353515625,531.1910400390625,0.005208340939134359,0.14820505678653717,0.0,0.0,0.0,1.3078036308288574,0.563880980014801,249.6415557861328,302.2023010253906,-2.078044440969825,-0.3191901382058857,0.04248392954468727,0.058723289519548416,0.05304131656885147,0.05442997068166733,0.06079898029565811,0.05341134965419769,0.03966686874628067,0.003984242677688599,0.35499998927116394,0.00437501072883606,0.3372446894645691,0.22663629055023193,191.8719940185547,57.769561767578125,aggressive,512,2,40,20,knot,12,False,best,1.0,0.125,0.7,0.04,0.1,0.18,0.002,0.004,0.008,0.75,0,0.0,0.0,/home/wujs/Projects/BrainStorm/Learning/RL/model-based/g1_wbc_testbed_motion_package_20260617/metadata/g1_wbc_reward_weights_method_specific_v14_20260612.json,True,True,-13.486000061035156,-9.750066757202148,True,False,40,40,-12.330638885498047,-110.87615966796875,0.35,0.5,0.05,0.5,0.12,0.5
jump,512,2,40,20,16,0.04,0.1,0.18,0,ok,0,193.431,outputs/g1_wbc_mechanism_20260623/stage_b_structure/knot/jump/jump_s512_i2_h40_c20_k16_sig0p04_0p1_0p18_seed0,outputs/g1_wbc_mechanism_20260623/stage_b_structure/knot/jump/jump_s512_i2_h40_c20_k16_sig0p04_0p1_0p18_seed0/metrics.json,/home/wujs/Projects/BrainStorm/Learning/RL/model-based/g1_wbc_testbed_motion_package_20260617/outputs/spider/jump/g1_wbc_joint_global/metrics.json,/home/wujs/Projects/BrainStorm/Learning/RL/model-based/g1_wbc_testbed_motion_package_20260617/input_motions/jump/motion.npz,g1_wbc_joint_global,/home/wujs/Projects/BrainStorm/Learning/RL/model-based/wxy/0608_ckpt_bc/model_8000.pt,cuda:0,800,/home/wujs/Projects/BrainStorm/Learning/RL/model-based/spider/.venv/bin/python -m spider.tasks.g1_wbc.evaluate --motion /home/wujs/Projects/BrainStorm/Learning/RL/model-based/g1_wbc_testbed_motion_package_20260617/input_motions/jump/motion.npz --motion-type isaaclab --checkpoint bc --method g1_wbc_joint_global --max-steps 800 --device cuda:0 --output-dir outputs/g1_wbc_mechanism_20260623/stage_b_structure/knot/jump/jump_s512_i2_h40_c20_k16_sig0p04_0p1_0p18_seed0 --mpc-preset aggressive --mpc-sampling-mode knot --mpc-knot-count 16 --mpc-samples 512 --mpc-iterations 2 --mpc-planning-horizon-steps 40 --mpc-control-steps 20 --mpc-temperature 0.7 --mpc-root-pos-sigma 0.04 --mpc-root-rot-sigma 0.1 --mpc-joint-sigma 0.18 --mpc-smooth-passes 0 --mpc-command-reg-weight 0.0 --mpc-command-smooth-weight 0.0 --mpc-guided-root-pos-gain 0.50 --mpc-guided-root-rot-gain 0.50 --mpc-guided-joint-gain 0.50 --mpc-guided-root-pos-clip 0.05 --mpc-guided-root-rot-clip 0.12 --mpc-guided-joint-clip 0.35 --mpc-guided-candidate --mpc-acceptance-gate --mpc-reward-weights ../g1_wbc_testbed_motion_package_20260617/metadata/g1_wbc_reward_weights_method_specific_v14_20260612.json --nconmax-per-env 512 --njmax-per-env 2048 --seed 0,,800.0,-2.8915848314762114,False,0.20514172315597534,1.0125081539154053,0.1577160805463791,0.6844165921211243,7.380995750427246,0.21318696439266205,0.20081180334091187,0.027977297082543373,0.16274495422840118,0.21874311566352844,0.22515596449375153,0.04450075700879097,0.2042972892522812,0.2144595831632614,0.2695949673652649,0.03833582624793053,0.2770892381668091,0.35874998569488525,0.32124999165534973,0.03749999776482582,0.060075096786022186,0.042553193867206573,89.55280303955078,1023.0107421875,0.01947285607457161,0.18898925185203552,0.0,0.0,0.0,1.5539106130599976,0.6705812215805054,286.0447692871094,346.9862365722656,-2.078044440969825,-0.8135403905063865,0.04248392954468727,0.16265779361128807,0.05304131656885147,0.16014564782381058,0.06079898029565811,0.15794413536787033,0.03966686874628067,0.0048338882625103,0.35499998927116394,0.0037499964237213135,0.3372446894645691,0.3333365321159363,191.8719940185547,94.17277526855469,aggressive,512,2,40,20,knot,16,False,best,1.0,0.125,0.7,0.04,0.1,0.18,0.002,0.004,0.008,0.75,0,0.0,0.0,/home/wujs/Projects/BrainStorm/Learning/RL/model-based/g1_wbc_testbed_motion_package_20260617/metadata/g1_wbc_reward_weights_method_specific_v14_20260612.json,True,True,-18.595169067382812,-14.381536483764648,True,False,40,40,-20.138750076293945,-109.82665252685547,0.35,0.5,0.05,0.5,0.12,0.5
