experiment_id,run_id,source_project,motion,method,config_label,seed,status,metrics_source,rollout_source,command_source,video_source,log_source,artifact_ref,notes
2026-06-25-bench-data-three-way-metrics-wjs,2026-06-25-bench-data-three-way-metrics-wjs__sports_play__sonic_filtered_240327__play_tennis_r_002_a533__no_mpc_baseline,spider,sports_play__sonic_filtered_240327__play_tennis_r_002_a533,no_mpc_baseline,no_mpc_baseline,0,complete,/data_team/junsong/model-based/spider/outputs/g1_wbc_bench_data_three_way_metrics_20260625/outputs/no_mpc_baseline/sports_play__sonic_filtered_240327__play_tennis_r_002_a533/metrics.json,/data_team/junsong/model-based/spider/outputs/g1_wbc_bench_data_three_way_metrics_20260625/outputs/no_mpc_baseline/sports_play__sonic_filtered_240327__play_tennis_r_002_a533/rollout.npz,commands.sh,,/data_team/junsong/model-based/spider/outputs/g1_wbc_bench_data_three_way_metrics_20260625/logs/eval/sports_play__sonic_filtered_240327__play_tennis_r_002_a533/no_mpc_baseline.log,artifacts.md#no_mpc_baseline,json_method=no_mpc;raw artifacts external;no render
2026-06-25-bench-data-three-way-metrics-wjs,2026-06-25-bench-data-three-way-metrics-wjs__sports_play__sonic_filtered_240327__play_tennis_r_002_a533__best_s128,spider,sports_play__sonic_filtered_240327__play_tennis_r_002_a533,best_s128,best_s128,0,complete,/data_team/junsong/model-based/spider/outputs/g1_wbc_bench_data_three_way_metrics_20260625/outputs/best_s128/sports_play__sonic_filtered_240327__play_tennis_r_002_a533/metrics.json,/data_team/junsong/model-based/spider/outputs/g1_wbc_bench_data_three_way_metrics_20260625/outputs/best_s128/sports_play__sonic_filtered_240327__play_tennis_r_002_a533/rollout.npz,commands.sh,,/data_team/junsong/model-based/spider/outputs/g1_wbc_bench_data_three_way_metrics_20260625/logs/eval/sports_play__sonic_filtered_240327__play_tennis_r_002_a533/best_s128.log,artifacts.md#best_s128,json_method=g1_wbc_joint_global;raw artifacts external;no render
2026-06-25-bench-data-three-way-metrics-wjs,2026-06-25-bench-data-three-way-metrics-wjs__sports_play__sonic_filtered_240327__play_tennis_r_002_a533__sweetpoint,spider,sports_play__sonic_filtered_240327__play_tennis_r_002_a533,sweetpoint,sweetpoint,0,complete,/data_team/junsong/model-based/spider/outputs/g1_wbc_bench_data_three_way_metrics_20260625/outputs/sweetpoint/sports_play__sonic_filtered_240327__play_tennis_r_002_a533/metrics.json,/data_team/junsong/model-based/spider/outputs/g1_wbc_bench_data_three_way_metrics_20260625/outputs/sweetpoint/sports_play__sonic_filtered_240327__play_tennis_r_002_a533/rollout.npz,commands.sh,,/data_team/junsong/model-based/spider/outputs/g1_wbc_bench_data_three_way_metrics_20260625/logs/eval/sports_play__sonic_filtered_240327__play_tennis_r_002_a533/sweetpoint.log,artifacts.md#sweetpoint,json_method=g1_wbc_joint_global;raw artifacts external;no render
2026-06-25-bench-data-three-way-metrics-wjs,2026-06-25-bench-data-three-way-metrics-wjs__music_performance__sonic_filtered_231004__catch_playing_r_003_a456__no_mpc_baseline,spider,music_performance__sonic_filtered_231004__catch_playing_r_003_a456,no_mpc_baseline,no_mpc_baseline,0,complete,/data_team/junsong/model-based/spider/outputs/g1_wbc_bench_data_three_way_metrics_20260625/outputs/no_mpc_baseline/music_performance__sonic_filtered_231004__catch_playing_r_003_a456/metrics.json,/data_team/junsong/model-based/spider/outputs/g1_wbc_bench_data_three_way_metrics_20260625/outputs/no_mpc_baseline/music_performance__sonic_filtered_231004__catch_playing_r_003_a456/rollout.npz,commands.sh,,/data_team/junsong/model-based/spider/outputs/g1_wbc_bench_data_three_way_metrics_20260625/logs/eval/music_performance__sonic_filtered_231004__catch_playing_r_003_a456/no_mpc_baseline.log,artifacts.md#no_mpc_baseline,json_method=no_mpc;raw artifacts external;no render
2026-06-25-bench-data-three-way-metrics-wjs,2026-06-25-bench-data-three-way-metrics-wjs__music_performance__sonic_filtered_231004__catch_playing_r_003_a456__best_s128,spider,music_performance__sonic_filtered_231004__catch_playing_r_003_a456,best_s128,best_s128,0,complete,/data_team/junsong/model-based/spider/outputs/g1_wbc_bench_data_three_way_metrics_20260625/outputs/best_s128/music_performance__sonic_filtered_231004__catch_playing_r_003_a456/metrics.json,/data_team/junsong/model-based/spider/outputs/g1_wbc_bench_data_three_way_metrics_20260625/outputs/best_s128/music_performance__sonic_filtered_231004__catch_playing_r_003_a456/rollout.npz,commands.sh,,/data_team/junsong/model-based/spider/outputs/g1_wbc_bench_data_three_way_metrics_20260625/logs/eval/music_performance__sonic_filtered_231004__catch_playing_r_003_a456/best_s128.log,artifacts.md#best_s128,json_method=g1_wbc_joint_global;raw artifacts external;no render
2026-06-25-bench-data-three-way-metrics-wjs,2026-06-25-bench-data-three-way-metrics-wjs__music_performance__sonic_filtered_231004__catch_playing_r_003_a456__sweetpoint,spider,music_performance__sonic_filtered_231004__catch_playing_r_003_a456,sweetpoint,sweetpoint,0,complete,/data_team/junsong/model-based/spider/outputs/g1_wbc_bench_data_three_way_metrics_20260625/outputs/sweetpoint/music_performance__sonic_filtered_231004__catch_playing_r_003_a456/metrics.json,/data_team/junsong/model-based/spider/outputs/g1_wbc_bench_data_three_way_metrics_20260625/outputs/sweetpoint/music_performance__sonic_filtered_231004__catch_playing_r_003_a456/rollout.npz,commands.sh,,/data_team/junsong/model-based/spider/outputs/g1_wbc_bench_data_three_way_metrics_20260625/logs/eval/music_performance__sonic_filtered_231004__catch_playing_r_003_a456/sweetpoint.log,artifacts.md#sweetpoint,json_method=g1_wbc_joint_global;raw artifacts external;no render
2026-06-25-bench-data-three-way-metrics-wjs,2026-06-25-bench-data-three-way-metrics-wjs__vehicle_riding__sonic_filtered_230509__ab_bicycle_001_a359__no_mpc_baseline,spider,vehicle_riding__sonic_filtered_230509__ab_bicycle_001_a359,no_mpc_baseline,no_mpc_baseline,0,complete,/data_team/junsong/model-based/spider/outputs/g1_wbc_bench_data_three_way_metrics_20260625/outputs/no_mpc_baseline/vehicle_riding__sonic_filtered_230509__ab_bicycle_001_a359/metrics.json,/data_team/junsong/model-based/spider/outputs/g1_wbc_bench_data_three_way_metrics_20260625/outputs/no_mpc_baseline/vehicle_riding__sonic_filtered_230509__ab_bicycle_001_a359/rollout.npz,commands.sh,,/data_team/junsong/model-based/spider/outputs/g1_wbc_bench_data_three_way_metrics_20260625/logs/eval/vehicle_riding__sonic_filtered_230509__ab_bicycle_001_a359/no_mpc_baseline.log,artifacts.md#no_mpc_baseline,json_method=no_mpc;raw artifacts external;no render
2026-06-25-bench-data-three-way-metrics-wjs,2026-06-25-bench-data-three-way-metrics-wjs__vehicle_riding__sonic_filtered_230509__ab_bicycle_001_a359__best_s128,spider,vehicle_riding__sonic_filtered_230509__ab_bicycle_001_a359,best_s128,best_s128,0,complete,/data_team/junsong/model-based/spider/outputs/g1_wbc_bench_data_three_way_metrics_20260625/outputs/best_s128/vehicle_riding__sonic_filtered_230509__ab_bicycle_001_a359/metrics.json,/data_team/junsong/model-based/spider/outputs/g1_wbc_bench_data_three_way_metrics_20260625/outputs/best_s128/vehicle_riding__sonic_filtered_230509__ab_bicycle_001_a359/rollout.npz,commands.sh,,/data_team/junsong/model-based/spider/outputs/g1_wbc_bench_data_three_way_metrics_20260625/logs/eval/vehicle_riding__sonic_filtered_230509__ab_bicycle_001_a359/best_s128.log,artifacts.md#best_s128,json_method=g1_wbc_joint_global;raw artifacts external;no render
2026-06-25-bench-data-three-way-metrics-wjs,2026-06-25-bench-data-three-way-metrics-wjs__vehicle_riding__sonic_filtered_230509__ab_bicycle_001_a359__sweetpoint,spider,vehicle_riding__sonic_filtered_230509__ab_bicycle_001_a359,sweetpoint,sweetpoint,0,complete,/data_team/junsong/model-based/spider/outputs/g1_wbc_bench_data_three_way_metrics_20260625/outputs/sweetpoint/vehicle_riding__sonic_filtered_230509__ab_bicycle_001_a359/metrics.json,/data_team/junsong/model-based/spider/outputs/g1_wbc_bench_data_three_way_metrics_20260625/outputs/sweetpoint/vehicle_riding__sonic_filtered_230509__ab_bicycle_001_a359/rollout.npz,commands.sh,,/data_team/junsong/model-based/spider/outputs/g1_wbc_bench_data_three_way_metrics_20260625/logs/eval/vehicle_riding__sonic_filtered_230509__ab_bicycle_001_a359/sweetpoint.log,artifacts.md#sweetpoint,json_method=g1_wbc_joint_global;raw artifacts external;no render
2026-06-25-bench-data-three-way-metrics-wjs,2026-06-25-bench-data-three-way-metrics-wjs__mechanical_operation__sonic_filtered_231115__door_knob_right_side_peep_r_001_a512__no_mpc_baseline,spider,mechanical_operation__sonic_filtered_231115__door_knob_right_side_peep_r_001_a512,no_mpc_baseline,no_mpc_baseline,0,complete,/data_team/junsong/model-based/spider/outputs/g1_wbc_bench_data_three_way_metrics_20260625/outputs/no_mpc_baseline/mechanical_operation__sonic_filtered_231115__door_knob_right_side_peep_r_001_a512/metrics.json,/data_team/junsong/model-based/spider/outputs/g1_wbc_bench_data_three_way_metrics_20260625/outputs/no_mpc_baseline/mechanical_operation__sonic_filtered_231115__door_knob_right_side_peep_r_001_a512/rollout.npz,commands.sh,,/data_team/junsong/model-based/spider/outputs/g1_wbc_bench_data_three_way_metrics_20260625/logs/eval/mechanical_operation__sonic_filtered_231115__door_knob_right_side_peep_r_001_a512/no_mpc_baseline.log,artifacts.md#no_mpc_baseline,json_method=no_mpc;raw artifacts external;no render
2026-06-25-bench-data-three-way-metrics-wjs,2026-06-25-bench-data-three-way-metrics-wjs__mechanical_operation__sonic_filtered_231115__door_knob_right_side_peep_r_001_a512__best_s128,spider,mechanical_operation__sonic_filtered_231115__door_knob_right_side_peep_r_001_a512,best_s128,best_s128,0,complete,/data_team/junsong/model-based/spider/outputs/g1_wbc_bench_data_three_way_metrics_20260625/outputs/best_s128/mechanical_operation__sonic_filtered_231115__door_knob_right_side_peep_r_001_a512/metrics.json,/data_team/junsong/model-based/spider/outputs/g1_wbc_bench_data_three_way_metrics_20260625/outputs/best_s128/mechanical_operation__sonic_filtered_231115__door_knob_right_side_peep_r_001_a512/rollout.npz,commands.sh,,/data_team/junsong/model-based/spider/outputs/g1_wbc_bench_data_three_way_metrics_20260625/logs/eval/mechanical_operation__sonic_filtered_231115__door_knob_right_side_peep_r_001_a512/best_s128.log,artifacts.md#best_s128,json_method=g1_wbc_joint_global;raw artifacts external;no render
2026-06-25-bench-data-three-way-metrics-wjs,2026-06-25-bench-data-three-way-metrics-wjs__mechanical_operation__sonic_filtered_231115__door_knob_right_side_peep_r_001_a512__sweetpoint,spider,mechanical_operation__sonic_filtered_231115__door_knob_right_side_peep_r_001_a512,sweetpoint,sweetpoint,0,complete,/data_team/junsong/model-based/spider/outputs/g1_wbc_bench_data_three_way_metrics_20260625/outputs/sweetpoint/mechanical_operation__sonic_filtered_231115__door_knob_right_side_peep_r_001_a512/metrics.json,/data_team/junsong/model-based/spider/outputs/g1_wbc_bench_data_three_way_metrics_20260625/outputs/sweetpoint/mechanical_operation__sonic_filtered_231115__door_knob_right_side_peep_r_001_a512/rollout.npz,commands.sh,,/data_team/junsong/model-based/spider/outputs/g1_wbc_bench_data_three_way_metrics_20260625/logs/eval/mechanical_operation__sonic_filtered_231115__door_knob_right_side_peep_r_001_a512/sweetpoint.log,artifacts.md#sweetpoint,json_method=g1_wbc_joint_global;raw artifacts external;no render
2026-06-25-bench-data-three-way-metrics-wjs,2026-06-25-bench-data-three-way-metrics-wjs__carrying_relocation__sonic_filtered_231120__big_heavy_one_hand_behind_high_to_behind_high_r_001_a524__no_mpc_baseline,spider,carrying_relocation__sonic_filtered_231120__big_heavy_one_hand_behind_high_to_behind_high_r_001_a524,no_mpc_baseline,no_mpc_baseline,0,complete,/data_team/junsong/model-based/spider/outputs/g1_wbc_bench_data_three_way_metrics_20260625/outputs/no_mpc_baseline/carrying_relocation__sonic_filtered_231120__big_heavy_one_hand_behind_high_to_behind_high_r_001_a524/metrics.json,/data_team/junsong/model-based/spider/outputs/g1_wbc_bench_data_three_way_metrics_20260625/outputs/no_mpc_baseline/carrying_relocation__sonic_filtered_231120__big_heavy_one_hand_behind_high_to_behind_high_r_001_a524/rollout.npz,commands.sh,,/data_team/junsong/model-based/spider/outputs/g1_wbc_bench_data_three_way_metrics_20260625/logs/eval/carrying_relocation__sonic_filtered_231120__big_heavy_one_hand_behind_high_to_behind_high_r_001_a524/no_mpc_baseline.log,artifacts.md#no_mpc_baseline,json_method=no_mpc;raw artifacts external;no render
2026-06-25-bench-data-three-way-metrics-wjs,2026-06-25-bench-data-three-way-metrics-wjs__carrying_relocation__sonic_filtered_231120__big_heavy_one_hand_behind_high_to_behind_high_r_001_a524__best_s128,spider,carrying_relocation__sonic_filtered_231120__big_heavy_one_hand_behind_high_to_behind_high_r_001_a524,best_s128,best_s128,0,complete,/data_team/junsong/model-based/spider/outputs/g1_wbc_bench_data_three_way_metrics_20260625/outputs/best_s128/carrying_relocation__sonic_filtered_231120__big_heavy_one_hand_behind_high_to_behind_high_r_001_a524/metrics.json,/data_team/junsong/model-based/spider/outputs/g1_wbc_bench_data_three_way_metrics_20260625/outputs/best_s128/carrying_relocation__sonic_filtered_231120__big_heavy_one_hand_behind_high_to_behind_high_r_001_a524/rollout.npz,commands.sh,,/data_team/junsong/model-based/spider/outputs/g1_wbc_bench_data_three_way_metrics_20260625/logs/eval/carrying_relocation__sonic_filtered_231120__big_heavy_one_hand_behind_high_to_behind_high_r_001_a524/best_s128.log,artifacts.md#best_s128,json_method=g1_wbc_joint_global;raw artifacts external;no render
2026-06-25-bench-data-three-way-metrics-wjs,2026-06-25-bench-data-three-way-metrics-wjs__carrying_relocation__sonic_filtered_231120__big_heavy_one_hand_behind_high_to_behind_high_r_001_a524__sweetpoint,spider,carrying_relocation__sonic_filtered_231120__big_heavy_one_hand_behind_high_to_behind_high_r_001_a524,sweetpoint,sweetpoint,0,complete,/data_team/junsong/model-based/spider/outputs/g1_wbc_bench_data_three_way_metrics_20260625/outputs/sweetpoint/carrying_relocation__sonic_filtered_231120__big_heavy_one_hand_behind_high_to_behind_high_r_001_a524/metrics.json,/data_team/junsong/model-based/spider/outputs/g1_wbc_bench_data_three_way_metrics_20260625/outputs/sweetpoint/carrying_relocation__sonic_filtered_231120__big_heavy_one_hand_behind_high_to_behind_high_r_001_a524/rollout.npz,commands.sh,,/data_team/junsong/model-based/spider/outputs/g1_wbc_bench_data_three_way_metrics_20260625/logs/eval/carrying_relocation__sonic_filtered_231120__big_heavy_one_hand_behind_high_to_behind_high_r_001_a524/sweetpoint.log,artifacts.md#sweetpoint,json_method=g1_wbc_joint_global;raw artifacts external;no render
2026-06-25-bench-data-three-way-metrics-wjs,2026-06-25-bench-data-three-way-metrics-wjs__acrobatics_parkour__sonic_filtered_230509__burpee_001_a359__no_mpc_baseline,spider,acrobatics_parkour__sonic_filtered_230509__burpee_001_a359,no_mpc_baseline,no_mpc_baseline,0,complete,/data_team/junsong/model-based/spider/outputs/g1_wbc_bench_data_three_way_metrics_20260625/outputs/no_mpc_baseline/acrobatics_parkour__sonic_filtered_230509__burpee_001_a359/metrics.json,/data_team/junsong/model-based/spider/outputs/g1_wbc_bench_data_three_way_metrics_20260625/outputs/no_mpc_baseline/acrobatics_parkour__sonic_filtered_230509__burpee_001_a359/rollout.npz,commands.sh,,/data_team/junsong/model-based/spider/outputs/g1_wbc_bench_data_three_way_metrics_20260625/logs/eval/acrobatics_parkour__sonic_filtered_230509__burpee_001_a359/no_mpc_baseline.log,artifacts.md#no_mpc_baseline,json_method=no_mpc;raw artifacts external;no render
2026-06-25-bench-data-three-way-metrics-wjs,2026-06-25-bench-data-three-way-metrics-wjs__acrobatics_parkour__sonic_filtered_230509__burpee_001_a359__best_s128,spider,acrobatics_parkour__sonic_filtered_230509__burpee_001_a359,best_s128,best_s128,0,complete,/data_team/junsong/model-based/spider/outputs/g1_wbc_bench_data_three_way_metrics_20260625/outputs/best_s128/acrobatics_parkour__sonic_filtered_230509__burpee_001_a359/metrics.json,/data_team/junsong/model-based/spider/outputs/g1_wbc_bench_data_three_way_metrics_20260625/outputs/best_s128/acrobatics_parkour__sonic_filtered_230509__burpee_001_a359/rollout.npz,commands.sh,,/data_team/junsong/model-based/spider/outputs/g1_wbc_bench_data_three_way_metrics_20260625/logs/eval/acrobatics_parkour__sonic_filtered_230509__burpee_001_a359/best_s128.log,artifacts.md#best_s128,json_method=g1_wbc_joint_global;raw artifacts external;no render
2026-06-25-bench-data-three-way-metrics-wjs,2026-06-25-bench-data-three-way-metrics-wjs__acrobatics_parkour__sonic_filtered_230509__burpee_001_a359__sweetpoint,spider,acrobatics_parkour__sonic_filtered_230509__burpee_001_a359,sweetpoint,sweetpoint,0,complete,/data_team/junsong/model-based/spider/outputs/g1_wbc_bench_data_three_way_metrics_20260625/outputs/sweetpoint/acrobatics_parkour__sonic_filtered_230509__burpee_001_a359/metrics.json,/data_team/junsong/model-based/spider/outputs/g1_wbc_bench_data_three_way_metrics_20260625/outputs/sweetpoint/acrobatics_parkour__sonic_filtered_230509__burpee_001_a359/rollout.npz,commands.sh,,/data_team/junsong/model-based/spider/outputs/g1_wbc_bench_data_three_way_metrics_20260625/logs/eval/acrobatics_parkour__sonic_filtered_230509__burpee_001_a359/sweetpoint.log,artifacts.md#sweetpoint,json_method=g1_wbc_joint_global;raw artifacts external;no render
2026-06-25-bench-data-three-way-metrics-wjs,2026-06-25-bench-data-three-way-metrics-wjs__phone_social_scene__sonic_filtered_230713__cellphone_record_sequence_fast_r_001_a428__no_mpc_baseline,spider,phone_social_scene__sonic_filtered_230713__cellphone_record_sequence_fast_r_001_a428,no_mpc_baseline,no_mpc_baseline,0,complete,/data_team/junsong/model-based/spider/outputs/g1_wbc_bench_data_three_way_metrics_20260625/outputs/no_mpc_baseline/phone_social_scene__sonic_filtered_230713__cellphone_record_sequence_fast_r_001_a428/metrics.json,/data_team/junsong/model-based/spider/outputs/g1_wbc_bench_data_three_way_metrics_20260625/outputs/no_mpc_baseline/phone_social_scene__sonic_filtered_230713__cellphone_record_sequence_fast_r_001_a428/rollout.npz,commands.sh,,/data_team/junsong/model-based/spider/outputs/g1_wbc_bench_data_three_way_metrics_20260625/logs/eval/phone_social_scene__sonic_filtered_230713__cellphone_record_sequence_fast_r_001_a428/no_mpc_baseline.log,artifacts.md#no_mpc_baseline,json_method=no_mpc;raw artifacts external;no render
2026-06-25-bench-data-three-way-metrics-wjs,2026-06-25-bench-data-three-way-metrics-wjs__phone_social_scene__sonic_filtered_230713__cellphone_record_sequence_fast_r_001_a428__best_s128,spider,phone_social_scene__sonic_filtered_230713__cellphone_record_sequence_fast_r_001_a428,best_s128,best_s128,0,complete,/data_team/junsong/model-based/spider/outputs/g1_wbc_bench_data_three_way_metrics_20260625/outputs/best_s128/phone_social_scene__sonic_filtered_230713__cellphone_record_sequence_fast_r_001_a428/metrics.json,/data_team/junsong/model-based/spider/outputs/g1_wbc_bench_data_three_way_metrics_20260625/outputs/best_s128/phone_social_scene__sonic_filtered_230713__cellphone_record_sequence_fast_r_001_a428/rollout.npz,commands.sh,,/data_team/junsong/model-based/spider/outputs/g1_wbc_bench_data_three_way_metrics_20260625/logs/eval/phone_social_scene__sonic_filtered_230713__cellphone_record_sequence_fast_r_001_a428/best_s128.log,artifacts.md#best_s128,json_method=g1_wbc_joint_global;raw artifacts external;no render
2026-06-25-bench-data-three-way-metrics-wjs,2026-06-25-bench-data-three-way-metrics-wjs__phone_social_scene__sonic_filtered_230713__cellphone_record_sequence_fast_r_001_a428__sweetpoint,spider,phone_social_scene__sonic_filtered_230713__cellphone_record_sequence_fast_r_001_a428,sweetpoint,sweetpoint,0,complete,/data_team/junsong/model-based/spider/outputs/g1_wbc_bench_data_three_way_metrics_20260625/outputs/sweetpoint/phone_social_scene__sonic_filtered_230713__cellphone_record_sequence_fast_r_001_a428/metrics.json,/data_team/junsong/model-based/spider/outputs/g1_wbc_bench_data_three_way_metrics_20260625/outputs/sweetpoint/phone_social_scene__sonic_filtered_230713__cellphone_record_sequence_fast_r_001_a428/rollout.npz,commands.sh,,/data_team/junsong/model-based/spider/outputs/g1_wbc_bench_data_three_way_metrics_20260625/logs/eval/phone_social_scene__sonic_filtered_230713__cellphone_record_sequence_fast_r_001_a428/sweetpoint.log,artifacts.md#sweetpoint,json_method=g1_wbc_joint_global;raw artifacts external;no render
2026-06-25-bench-data-three-way-metrics-wjs,2026-06-25-bench-data-three-way-metrics-wjs__animal_insect_interaction__sonic_filtered_231110__big_fish_catch_r_002_a500__no_mpc_baseline,spider,animal_insect_interaction__sonic_filtered_231110__big_fish_catch_r_002_a500,no_mpc_baseline,no_mpc_baseline,0,complete,/data_team/junsong/model-based/spider/outputs/g1_wbc_bench_data_three_way_metrics_20260625/outputs/no_mpc_baseline/animal_insect_interaction__sonic_filtered_231110__big_fish_catch_r_002_a500/metrics.json,/data_team/junsong/model-based/spider/outputs/g1_wbc_bench_data_three_way_metrics_20260625/outputs/no_mpc_baseline/animal_insect_interaction__sonic_filtered_231110__big_fish_catch_r_002_a500/rollout.npz,commands.sh,,/data_team/junsong/model-based/spider/outputs/g1_wbc_bench_data_three_way_metrics_20260625/logs/eval/animal_insect_interaction__sonic_filtered_231110__big_fish_catch_r_002_a500/no_mpc_baseline.log,artifacts.md#no_mpc_baseline,json_method=no_mpc;raw artifacts external;no render
2026-06-25-bench-data-three-way-metrics-wjs,2026-06-25-bench-data-three-way-metrics-wjs__animal_insect_interaction__sonic_filtered_231110__big_fish_catch_r_002_a500__best_s128,spider,animal_insect_interaction__sonic_filtered_231110__big_fish_catch_r_002_a500,best_s128,best_s128,0,complete,/data_team/junsong/model-based/spider/outputs/g1_wbc_bench_data_three_way_metrics_20260625/outputs/best_s128/animal_insect_interaction__sonic_filtered_231110__big_fish_catch_r_002_a500/metrics.json,/data_team/junsong/model-based/spider/outputs/g1_wbc_bench_data_three_way_metrics_20260625/outputs/best_s128/animal_insect_interaction__sonic_filtered_231110__big_fish_catch_r_002_a500/rollout.npz,commands.sh,,/data_team/junsong/model-based/spider/outputs/g1_wbc_bench_data_three_way_metrics_20260625/logs/eval/animal_insect_interaction__sonic_filtered_231110__big_fish_catch_r_002_a500/best_s128.log,artifacts.md#best_s128,json_method=g1_wbc_joint_global;raw artifacts external;no render
2026-06-25-bench-data-three-way-metrics-wjs,2026-06-25-bench-data-three-way-metrics-wjs__animal_insect_interaction__sonic_filtered_231110__big_fish_catch_r_002_a500__sweetpoint,spider,animal_insect_interaction__sonic_filtered_231110__big_fish_catch_r_002_a500,sweetpoint,sweetpoint,0,complete,/data_team/junsong/model-based/spider/outputs/g1_wbc_bench_data_three_way_metrics_20260625/outputs/sweetpoint/animal_insect_interaction__sonic_filtered_231110__big_fish_catch_r_002_a500/metrics.json,/data_team/junsong/model-based/spider/outputs/g1_wbc_bench_data_three_way_metrics_20260625/outputs/sweetpoint/animal_insect_interaction__sonic_filtered_231110__big_fish_catch_r_002_a500/rollout.npz,commands.sh,,/data_team/junsong/model-based/spider/outputs/g1_wbc_bench_data_three_way_metrics_20260625/logs/eval/animal_insect_interaction__sonic_filtered_231110__big_fish_catch_r_002_a500/sweetpoint.log,artifacts.md#sweetpoint,json_method=g1_wbc_joint_global;raw artifacts external;no render
2026-06-25-bench-data-three-way-metrics-wjs,2026-06-25-bench-data-three-way-metrics-wjs__other_or_uncategorized__sonic_filtered_231117__rom_box_01_box_02_box_03_box_04_002_a520__no_mpc_baseline,spider,other_or_uncategorized__sonic_filtered_231117__rom_box_01_box_02_box_03_box_04_002_a520,no_mpc_baseline,no_mpc_baseline,0,complete,/data_team/junsong/model-based/spider/outputs/g1_wbc_bench_data_three_way_metrics_20260625/outputs/no_mpc_baseline/other_or_uncategorized__sonic_filtered_231117__rom_box_01_box_02_box_03_box_04_002_a520/metrics.json,/data_team/junsong/model-based/spider/outputs/g1_wbc_bench_data_three_way_metrics_20260625/outputs/no_mpc_baseline/other_or_uncategorized__sonic_filtered_231117__rom_box_01_box_02_box_03_box_04_002_a520/rollout.npz,commands.sh,,/data_team/junsong/model-based/spider/outputs/g1_wbc_bench_data_three_way_metrics_20260625/logs/eval/other_or_uncategorized__sonic_filtered_231117__rom_box_01_box_02_box_03_box_04_002_a520/no_mpc_baseline.log,artifacts.md#no_mpc_baseline,json_method=no_mpc;raw artifacts external;no render
2026-06-25-bench-data-three-way-metrics-wjs,2026-06-25-bench-data-three-way-metrics-wjs__other_or_uncategorized__sonic_filtered_231117__rom_box_01_box_02_box_03_box_04_002_a520__best_s128,spider,other_or_uncategorized__sonic_filtered_231117__rom_box_01_box_02_box_03_box_04_002_a520,best_s128,best_s128,0,complete,/data_team/junsong/model-based/spider/outputs/g1_wbc_bench_data_three_way_metrics_20260625/outputs/best_s128/other_or_uncategorized__sonic_filtered_231117__rom_box_01_box_02_box_03_box_04_002_a520/metrics.json,/data_team/junsong/model-based/spider/outputs/g1_wbc_bench_data_three_way_metrics_20260625/outputs/best_s128/other_or_uncategorized__sonic_filtered_231117__rom_box_01_box_02_box_03_box_04_002_a520/rollout.npz,commands.sh,,/data_team/junsong/model-based/spider/outputs/g1_wbc_bench_data_three_way_metrics_20260625/logs/eval/other_or_uncategorized__sonic_filtered_231117__rom_box_01_box_02_box_03_box_04_002_a520/best_s128.log,artifacts.md#best_s128,json_method=g1_wbc_joint_global;raw artifacts external;no render
2026-06-25-bench-data-three-way-metrics-wjs,2026-06-25-bench-data-three-way-metrics-wjs__other_or_uncategorized__sonic_filtered_231117__rom_box_01_box_02_box_03_box_04_002_a520__sweetpoint,spider,other_or_uncategorized__sonic_filtered_231117__rom_box_01_box_02_box_03_box_04_002_a520,sweetpoint,sweetpoint,0,complete,/data_team/junsong/model-based/spider/outputs/g1_wbc_bench_data_three_way_metrics_20260625/outputs/sweetpoint/other_or_uncategorized__sonic_filtered_231117__rom_box_01_box_02_box_03_box_04_002_a520/metrics.json,/data_team/junsong/model-based/spider/outputs/g1_wbc_bench_data_three_way_metrics_20260625/outputs/sweetpoint/other_or_uncategorized__sonic_filtered_231117__rom_box_01_box_02_box_03_box_04_002_a520/rollout.npz,commands.sh,,/data_team/junsong/model-based/spider/outputs/g1_wbc_bench_data_three_way_metrics_20260625/logs/eval/other_or_uncategorized__sonic_filtered_231117__rom_box_01_box_02_box_03_box_04_002_a520/sweetpoint.log,artifacts.md#sweetpoint,json_method=g1_wbc_joint_global;raw artifacts external;no render
2026-06-25-bench-data-three-way-metrics-wjs,2026-06-25-bench-data-three-way-metrics-wjs__other_or_uncategorized__amass_lafan_qingtong_amass_filtered_0_05_40k_segmented_2k_origin_interp10_npz_cmu_06_06_13_poses_motion_seg2__motion__no_mpc_baseline,spider,other_or_uncategorized__amass_lafan_qingtong_amass_filtered_0_05_40k_segmented_2k_origin_interp10_npz_cmu_06_06_13_poses_motion_seg2__motion,no_mpc_baseline,no_mpc_baseline,0,complete,/data_team/junsong/model-based/spider/outputs/g1_wbc_bench_data_three_way_metrics_20260625/outputs/no_mpc_baseline/other_or_uncategorized__amass_lafan_qingtong_amass_filtered_0_05_40k_segmented_2k_origin_interp10_npz_cmu_06_06_13_poses_motion_seg2__motion/metrics.json,/data_team/junsong/model-based/spider/outputs/g1_wbc_bench_data_three_way_metrics_20260625/outputs/no_mpc_baseline/other_or_uncategorized__amass_lafan_qingtong_amass_filtered_0_05_40k_segmented_2k_origin_interp10_npz_cmu_06_06_13_poses_motion_seg2__motion/rollout.npz,commands.sh,,/data_team/junsong/model-based/spider/outputs/g1_wbc_bench_data_three_way_metrics_20260625/logs/eval/other_or_uncategorized__amass_lafan_qingtong_amass_filtered_0_05_40k_segmented_2k_origin_interp10_npz_cmu_06_06_13_poses_motion_seg2__motion/no_mpc_baseline.log,artifacts.md#no_mpc_baseline,json_method=no_mpc;raw artifacts external;no render
