experiment_id,run_id,source_project,motion,method,checkpoint,config_label,seed,status,success,score,root_pos_error_mean,body_global_pos_error_mean,ee_global_pos_error_mean,global_sum,body_local_pos_error_mean,ee_local_pos_error_mean,local_sum,contact_mismatch_rate,control_delta_mean,joint_acc_mean,duration_sec,artifact_ref,notes,category,track_status,failure_labels,num_steps
2026-06-25-bench-data-three-way-metrics-wjs,2026-06-25-bench-data-three-way-metrics-wjs__self_touch_discomfort__sonic_filtered_221010__chefs_kiss_r_001_a045__no_mpc_baseline,spider,self_touch_discomfort__sonic_filtered_221010__chefs_kiss_r_001_a045,no_mpc_baseline,/data_team/junsong/model-based/wbc_results/assets/checkpoints/model_8000.pt,no_mpc_baseline,0,complete,true,-0.397424781322,0.0546566210687,0.0505993179977,0.0402598790824,0.145515818149,0.0223029367626,0.0363292619586,0.0586321987212,0,0.0895685628057,39.150806427,,artifacts.md#no_mpc_baseline,metrics_only_no_render;track_status=tracked,self_touch_discomfort,tracked,,128
2026-06-25-bench-data-three-way-metrics-wjs,2026-06-25-bench-data-three-way-metrics-wjs__self_touch_discomfort__sonic_filtered_221010__chefs_kiss_r_001_a045__best_s128,spider,self_touch_discomfort__sonic_filtered_221010__chefs_kiss_r_001_a045,best_s128,/data_team/junsong/model-based/wbc_results/assets/checkpoints/model_8000.pt,best_s128,0,complete,true,-0.402228105813,0.0547468364239,0.0510134212673,0.0406787730753,0.146439030766,0.0221539586782,0.036365929991,0.0585198886693,0,0.0979004055262,40.708152771,,artifacts.md#best_s128,metrics_only_no_render;track_status=tracked;failure_labels=baseline_regression|stability_regression,self_touch_discomfort,tracked,baseline_regression|stability_regression,128
2026-06-25-bench-data-three-way-metrics-wjs,2026-06-25-bench-data-three-way-metrics-wjs__self_touch_discomfort__sonic_filtered_221010__chefs_kiss_r_001_a045__sweetpoint,spider,self_touch_discomfort__sonic_filtered_221010__chefs_kiss_r_001_a045,sweetpoint,/data_team/junsong/model-based/wbc_results/assets/checkpoints/model_8000.pt,sweetpoint,0,complete,true,-0.383424297348,0.0516813769937,0.0478372126818,0.0380047149956,0.137523304671,0.0221337638795,0.0359103009105,0.05804406479,0,0.0954242497683,39.5793228149,,artifacts.md#sweetpoint,metrics_only_no_render;track_status=tracked;failure_labels=stability_regression,self_touch_discomfort,tracked,stability_regression,128
2026-06-25-bench-data-three-way-metrics-wjs,2026-06-25-bench-data-three-way-metrics-wjs__object_interaction_daily__sonic_filtered_231005__avoid_bump_push_r_003_a460__no_mpc_baseline,spider,object_interaction_daily__sonic_filtered_231005__avoid_bump_push_r_003_a460,no_mpc_baseline,/data_team/junsong/model-based/wbc_results/assets/checkpoints/model_8000.pt,no_mpc_baseline,0,complete,true,-1.02733479962,0.0919423475862,0.0905244126916,0.0839069783688,0.266373738647,0.0238900743425,0.0386997796595,0.062589854002,0.0903614461422,0.153474166989,91.6937026978,,artifacts.md#no_mpc_baseline,metrics_only_no_render;track_status=tracked,object_interaction_daily,tracked,,581
2026-06-25-bench-data-three-way-metrics-wjs,2026-06-25-bench-data-three-way-metrics-wjs__object_interaction_daily__sonic_filtered_231005__avoid_bump_push_r_003_a460__best_s128,spider,object_interaction_daily__sonic_filtered_231005__avoid_bump_push_r_003_a460,best_s128,/data_team/junsong/model-based/wbc_results/assets/checkpoints/model_8000.pt,best_s128,0,complete,true,-0.807187104598,0.0486974529922,0.0494455397129,0.0483882986009,0.146531291306,0.0226392988116,0.0360077433288,0.0586470421404,0.0765920802951,0.174976959825,96.5851287842,,artifacts.md#best_s128,metrics_only_no_render;track_status=tracked;failure_labels=stability_regression,object_interaction_daily,tracked,stability_regression,581
2026-06-25-bench-data-three-way-metrics-wjs,2026-06-25-bench-data-three-way-metrics-wjs__object_interaction_daily__sonic_filtered_231005__avoid_bump_push_r_003_a460__sweetpoint,spider,object_interaction_daily__sonic_filtered_231005__avoid_bump_push_r_003_a460,sweetpoint,/data_team/junsong/model-based/wbc_results/assets/checkpoints/model_8000.pt,sweetpoint,0,complete,true,-0.746734759584,0.0303177125752,0.0388522073627,0.0456889681518,0.11485888809,0.0236705057323,0.0381624810398,0.0618329867721,0.0714285671711,0.174079477787,94.2556533813,,artifacts.md#sweetpoint,metrics_only_no_render;track_status=tracked;failure_labels=stability_regression,object_interaction_daily,tracked,stability_regression,581
2026-06-25-bench-data-three-way-metrics-wjs,2026-06-25-bench-data-three-way-metrics-wjs__tool_work_operation__sonic_filtered_230427__axe_cutting_tree_horizontal_r_004_a355__no_mpc_baseline,spider,tool_work_operation__sonic_filtered_230427__axe_cutting_tree_horizontal_r_004_a355,no_mpc_baseline,/data_team/junsong/model-based/wbc_results/assets/checkpoints/model_8000.pt,no_mpc_baseline,0,complete,true,-0.808287319541,0.082969121635,0.0825870409608,0.078274384141,0.243830546737,0.0269462335855,0.0436547361314,0.0706009697169,0.037790697068,0.131336465478,55.5048904419,,artifacts.md#no_mpc_baseline,metrics_only_no_render;track_status=tracked,tool_work_operation,tracked,,516
2026-06-25-bench-data-three-way-metrics-wjs,2026-06-25-bench-data-three-way-metrics-wjs__tool_work_operation__sonic_filtered_230427__axe_cutting_tree_horizontal_r_004_a355__best_s128,spider,tool_work_operation__sonic_filtered_230427__axe_cutting_tree_horizontal_r_004_a355,best_s128,/data_team/junsong/model-based/wbc_results/assets/checkpoints/model_8000.pt,best_s128,0,complete,true,-0.659236462414,0.0403578430414,0.046879325062,0.052436362952,0.139673531055,0.0262243114412,0.0416210256517,0.0678453370929,0.037790697068,0.163606584072,64.7891082764,,artifacts.md#best_s128,metrics_only_no_render;track_status=tracked;failure_labels=stability_regression,tool_work_operation,tracked,stability_regression,516
2026-06-25-bench-data-three-way-metrics-wjs,2026-06-25-bench-data-three-way-metrics-wjs__tool_work_operation__sonic_filtered_230427__axe_cutting_tree_horizontal_r_004_a355__sweetpoint,spider,tool_work_operation__sonic_filtered_230427__axe_cutting_tree_horizontal_r_004_a355,sweetpoint,/data_team/junsong/model-based/wbc_results/assets/checkpoints/model_8000.pt,sweetpoint,0,complete,true,-0.739874985814,0.0656649768353,0.0697159990668,0.0718018487096,0.207182824612,0.0259679127485,0.0411559231579,0.0671238359064,0.0329457372427,0.151300445199,59.5220108032,,artifacts.md#sweetpoint,metrics_only_no_render;track_status=tracked;failure_labels=stability_regression,tool_work_operation,tracked,stability_regression,516
2026-06-25-bench-data-three-way-metrics-wjs,2026-06-25-bench-data-three-way-metrics-wjs__tool_work_operation__amass_lafan_qingtong_amass_filtered_0_05_40k_segmented_2k_origin_interp10_npz_kit_1347_experiment3_subject1347_wash_leg_position_smallcircles_02_poses_motion_seg2__motion__no_mpc_baseline,spider,tool_work_operation__amass_lafan_qingtong_amass_filtered_0_05_40k_segmented_2k_origin_interp10_npz_kit_1347_experiment3_subject1347_wash_leg_position_smallcircles_02_poses_motion_seg2__motion,no_mpc_baseline,/data_team/junsong/model-based/wbc_results/assets/checkpoints/model_8000.pt,no_mpc_baseline,0,complete,true,-1.61351765022,0.237058058381,0.246284633875,0.262786954641,0.746129646897,0.0274496059865,0.0410718619823,0.0685214679688,0.0329008325934,0.0436334833503,17.8810043335,,artifacts.md#no_mpc_baseline,metrics_only_no_render;track_status=failed;failure_labels=ee_global_tracking_failure,tool_work_operation,failed,ee_global_tracking_failure,1079
2026-06-25-bench-data-three-way-metrics-wjs,2026-06-25-bench-data-three-way-metrics-wjs__tool_work_operation__amass_lafan_qingtong_amass_filtered_0_05_40k_segmented_2k_origin_interp10_npz_kit_1347_experiment3_subject1347_wash_leg_position_smallcircles_02_poses_motion_seg2__motion__best_s128,spider,tool_work_operation__amass_lafan_qingtong_amass_filtered_0_05_40k_segmented_2k_origin_interp10_npz_kit_1347_experiment3_subject1347_wash_leg_position_smallcircles_02_poses_motion_seg2__motion,best_s128,/data_team/junsong/model-based/wbc_results/assets/checkpoints/model_8000.pt,best_s128,0,complete,true,-1.05682259947,0.102475173771,0.113944068551,0.131122693419,0.347541935742,0.027981935069,0.041960414499,0.069942349568,0.0435588508844,0.085306160152,31.0045471191,,artifacts.md#best_s128,metrics_only_no_render;track_status=tracked;failure_labels=stability_regression,tool_work_operation,tracked,stability_regression,1079
2026-06-25-bench-data-three-way-metrics-wjs,2026-06-25-bench-data-three-way-metrics-wjs__tool_work_operation__amass_lafan_qingtong_amass_filtered_0_05_40k_segmented_2k_origin_interp10_npz_kit_1347_experiment3_subject1347_wash_leg_position_smallcircles_02_poses_motion_seg2__motion__sweetpoint,spider,tool_work_operation__amass_lafan_qingtong_amass_filtered_0_05_40k_segmented_2k_origin_interp10_npz_kit_1347_experiment3_subject1347_wash_leg_position_smallcircles_02_poses_motion_seg2__motion,sweetpoint,/data_team/junsong/model-based/wbc_results/assets/checkpoints/model_8000.pt,sweetpoint,0,complete,true,-0.87812208496,0.0645772442222,0.080997928977,0.0994330048561,0.245008178055,0.0262715276331,0.0409677401185,0.0672392677516,0.0315106585622,0.0817838534713,28.5443687439,,artifacts.md#sweetpoint,metrics_only_no_render;track_status=tracked;failure_labels=stability_regression,tool_work_operation,tracked,stability_regression,1079
2026-06-25-bench-data-three-way-metrics-wjs,2026-06-25-bench-data-three-way-metrics-wjs__combat_defense_threat__sonic_filtered_211117__relaxed_kick_trash_001_a057__no_mpc_baseline,spider,combat_defense_threat__sonic_filtered_211117__relaxed_kick_trash_001_a057,no_mpc_baseline,/data_team/junsong/model-based/wbc_results/assets/checkpoints/model_8000.pt,no_mpc_baseline,0,complete,true,-3.57768070698,0.517626047134,0.519467532635,0.516816318035,1.5539098978,0.0320364460349,0.0541264154017,0.0861628614366,0.183495149016,0.201754420996,109.533317566,,artifacts.md#no_mpc_baseline,metrics_only_no_render;track_status=failed;failure_labels=root_translation_drift|ee_global_tracking_failure,combat_defense_threat,failed,root_translation_drift|ee_global_tracking_failure,515
2026-06-25-bench-data-three-way-metrics-wjs,2026-06-25-bench-data-three-way-metrics-wjs__combat_defense_threat__sonic_filtered_211117__relaxed_kick_trash_001_a057__best_s128,spider,combat_defense_threat__sonic_filtered_211117__relaxed_kick_trash_001_a057,best_s128,/data_team/junsong/model-based/wbc_results/assets/checkpoints/model_8000.pt,best_s128,0,complete,true,-1.35972565562,0.0669426172972,0.0753379315138,0.0794114544988,0.22169200331,0.0323472358286,0.0514069423079,0.0837541781366,0.150485441089,0.281224578619,131.427307129,,artifacts.md#best_s128,metrics_only_no_render;track_status=tracked;failure_labels=stability_regression,combat_defense_threat,tracked,stability_regression,515
2026-06-25-bench-data-three-way-metrics-wjs,2026-06-25-bench-data-three-way-metrics-wjs__combat_defense_threat__sonic_filtered_211117__relaxed_kick_trash_001_a057__sweetpoint,spider,combat_defense_threat__sonic_filtered_211117__relaxed_kick_trash_001_a057,sweetpoint,/data_team/junsong/model-based/wbc_results/assets/checkpoints/model_8000.pt,sweetpoint,0,complete,true,-1.27168988809,0.0410463511944,0.0483464859426,0.0534817129374,0.142874550074,0.030921895057,0.0496851317585,0.0806070268154,0.161165058613,0.218088552356,110.556175232,,artifacts.md#sweetpoint,metrics_only_no_render;track_status=tracked;failure_labels=stability_regression,combat_defense_threat,tracked,stability_regression,515
2026-06-25-bench-data-three-way-metrics-wjs,2026-06-25-bench-data-three-way-metrics-wjs__combat_defense_threat__amass_lafan_qingtong_lafan_qingtong__fight1_subject3_612_680__no_mpc_baseline,spider,combat_defense_threat__amass_lafan_qingtong_lafan_qingtong__fight1_subject3_612_680,no_mpc_baseline,/data_team/junsong/model-based/wbc_results/assets/checkpoints/model_8000.pt,no_mpc_baseline,0,complete,true,-4.58486963511,0.641816139221,0.640088617802,0.635960876942,1.91786563396,0.0367984473705,0.0620461218059,0.0988445691764,0.275147944689,0.354014724493,175.595169067,,artifacts.md#no_mpc_baseline,metrics_only_no_render;track_status=failed;failure_labels=root_translation_drift|ee_global_tracking_failure,combat_defense_threat,failed,root_translation_drift|ee_global_tracking_failure,169
2026-06-25-bench-data-three-way-metrics-wjs,2026-06-25-bench-data-three-way-metrics-wjs__combat_defense_threat__amass_lafan_qingtong_lafan_qingtong__fight1_subject3_612_680__best_s128,spider,combat_defense_threat__amass_lafan_qingtong_lafan_qingtong__fight1_subject3_612_680,best_s128,/data_team/junsong/model-based/wbc_results/assets/checkpoints/model_8000.pt,best_s128,0,complete,true,-2.99263891876,0.237895339727,0.244676575065,0.254759848118,0.73733176291,0.0456003509462,0.0737450420856,0.119345393032,0.295857995749,0.510626494884,252.445785522,,artifacts.md#best_s128,metrics_only_no_render;track_status=failed;failure_labels=ee_global_tracking_failure|stability_regression,combat_defense_threat,failed,ee_global_tracking_failure|stability_regression,169
2026-06-25-bench-data-three-way-metrics-wjs,2026-06-25-bench-data-three-way-metrics-wjs__combat_defense_threat__amass_lafan_qingtong_lafan_qingtong__fight1_subject3_612_680__sweetpoint,spider,combat_defense_threat__amass_lafan_qingtong_lafan_qingtong__fight1_subject3_612_680,sweetpoint,/data_team/junsong/model-based/wbc_results/assets/checkpoints/model_8000.pt,sweetpoint,0,complete,true,-2.42635664344,0.132916077971,0.138618931174,0.14789916575,0.419434174895,0.0385530255735,0.0618737004697,0.100426726043,0.292899399996,0.465171188116,233.820541382,,artifacts.md#sweetpoint,metrics_only_no_render;track_status=borderline;failure_labels=borderline|stability_regression,combat_defense_threat,borderline,borderline|stability_regression,169
2026-06-25-bench-data-three-way-metrics-wjs,2026-06-25-bench-data-three-way-metrics-wjs__sports_play__sonic_filtered_240327__play_tennis_r_002_a533__no_mpc_baseline,spider,sports_play__sonic_filtered_240327__play_tennis_r_002_a533,no_mpc_baseline,/data_team/junsong/model-based/wbc_results/assets/checkpoints/model_8000.pt,no_mpc_baseline,0,complete,true,-4.20961771607,0.653450548649,0.656817853451,0.645218014717,1.95548641682,0.0446220524609,0.0716618448496,0.11628389731,0.171561047435,0.275661438704,150.751922607,,artifacts.md#no_mpc_baseline,metrics_only_no_render;track_status=failed;failure_labels=root_translation_drift|ee_global_tracking_failure,sports_play,failed,root_translation_drift|ee_global_tracking_failure,647
2026-06-25-bench-data-three-way-metrics-wjs,2026-06-25-bench-data-three-way-metrics-wjs__sports_play__sonic_filtered_240327__play_tennis_r_002_a533__best_s128,spider,sports_play__sonic_filtered_240327__play_tennis_r_002_a533,best_s128,/data_team/junsong/model-based/wbc_results/assets/checkpoints/model_8000.pt,best_s128,0,complete,true,-2.15018051118,0.131129562855,0.141499102116,0.154693573713,0.427322238684,0.0481978207827,0.0740794762969,0.12227729708,0.207109734416,0.398177653551,183.708694458,,artifacts.md#best_s128,metrics_only_no_render;track_status=tracked;failure_labels=stability_regression,sports_play,tracked,stability_regression,647
2026-06-25-bench-data-three-way-metrics-wjs,2026-06-25-bench-data-three-way-metrics-wjs__sports_play__sonic_filtered_240327__play_tennis_r_002_a533__sweetpoint,spider,sports_play__sonic_filtered_240327__play_tennis_r_002_a533,sweetpoint,/data_team/junsong/model-based/wbc_results/assets/checkpoints/model_8000.pt,sweetpoint,0,complete,true,-1.77015949711,0.0920928195119,0.100470893085,0.113561026752,0.306124739349,0.0461355261505,0.0729290395975,0.119064565748,0.171561047435,0.357797801495,172.341156006,,artifacts.md#sweetpoint,metrics_only_no_render;track_status=tracked;failure_labels=stability_regression,sports_play,tracked,stability_regression,647
2026-06-25-bench-data-three-way-metrics-wjs,2026-06-25-bench-data-three-way-metrics-wjs__music_performance__sonic_filtered_231004__catch_playing_r_003_a456__no_mpc_baseline,spider,music_performance__sonic_filtered_231004__catch_playing_r_003_a456,no_mpc_baseline,/data_team/junsong/model-based/wbc_results/assets/checkpoints/model_8000.pt,no_mpc_baseline,0,complete,true,-0.418678701669,0.0539113990963,0.0490312464535,0.0392751023173,0.142217747867,0.022164568305,0.0376221165061,0.0597866848111,0,0.116709001362,57.6742210388,,artifacts.md#no_mpc_baseline,metrics_only_no_render;track_status=tracked,music_performance,tracked,,900
2026-06-25-bench-data-three-way-metrics-wjs,2026-06-25-bench-data-three-way-metrics-wjs__music_performance__sonic_filtered_231004__catch_playing_r_003_a456__best_s128,spider,music_performance__sonic_filtered_231004__catch_playing_r_003_a456,best_s128,/data_team/junsong/model-based/wbc_results/assets/checkpoints/model_8000.pt,best_s128,0,complete,true,-0.415554131567,0.0509623289108,0.047075625509,0.0379622615874,0.136000216007,0.0220439638942,0.0367358215153,0.0587797854096,0,0.135658219457,62.0131187439,,artifacts.md#best_s128,metrics_only_no_render;track_status=tracked;failure_labels=stability_regression,music_performance,tracked,stability_regression,900
2026-06-25-bench-data-three-way-metrics-wjs,2026-06-25-bench-data-three-way-metrics-wjs__music_performance__sonic_filtered_231004__catch_playing_r_003_a456__sweetpoint,spider,music_performance__sonic_filtered_231004__catch_playing_r_003_a456,sweetpoint,/data_team/junsong/model-based/wbc_results/assets/checkpoints/model_8000.pt,sweetpoint,0,complete,true,-0.396593660861,0.0504330173135,0.0457418560982,0.0363508947194,0.132525768131,0.0213235709816,0.035625576973,0.0569491479546,0,0.129428893328,60.8029785156,,artifacts.md#sweetpoint,metrics_only_no_render;track_status=tracked;failure_labels=stability_regression,music_performance,tracked,stability_regression,900
2026-06-25-bench-data-three-way-metrics-wjs,2026-06-25-bench-data-three-way-metrics-wjs__vehicle_riding__sonic_filtered_230509__ab_bicycle_001_a359__no_mpc_baseline,spider,vehicle_riding__sonic_filtered_230509__ab_bicycle_001_a359,no_mpc_baseline,/data_team/junsong/model-based/wbc_results/assets/checkpoints/model_8000.pt,no_mpc_baseline,0,complete,true,-0.932212087885,0.0240099802613,0.0492626167834,0.0624317191541,0.135704316199,0.0504378192127,0.0687642246485,0.119202043861,0.033737026155,0.0686767250299,28.2965602875,,artifacts.md#no_mpc_baseline,metrics_only_no_render;track_status=tracked,vehicle_riding,tracked,,578
2026-06-25-bench-data-three-way-metrics-wjs,2026-06-25-bench-data-three-way-metrics-wjs__vehicle_riding__sonic_filtered_230509__ab_bicycle_001_a359__best_s128,spider,vehicle_riding__sonic_filtered_230509__ab_bicycle_001_a359,best_s128,/data_team/junsong/model-based/wbc_results/assets/checkpoints/model_8000.pt,best_s128,0,complete,true,-0.938898511976,0.0211208052933,0.0460416525602,0.059852425009,0.127014882863,0.0467659682035,0.0622199736536,0.108985941857,0.04498270154,0.11398357898,40.3912124634,,artifacts.md#best_s128,metrics_only_no_render;track_status=tracked;failure_labels=baseline_regression|stability_regression,vehicle_riding,tracked,baseline_regression|stability_regression,578
2026-06-25-bench-data-three-way-metrics-wjs,2026-06-25-bench-data-three-way-metrics-wjs__vehicle_riding__sonic_filtered_230509__ab_bicycle_001_a359__sweetpoint,spider,vehicle_riding__sonic_filtered_230509__ab_bicycle_001_a359,sweetpoint,/data_team/junsong/model-based/wbc_results/assets/checkpoints/model_8000.pt,sweetpoint,0,complete,true,-0.878834353946,0.0215249899775,0.0450476408005,0.0581915304065,0.124764161184,0.0460800752044,0.061396472156,0.10747654736,0.0354671292007,0.0974773839116,35.5195541382,,artifacts.md#sweetpoint,metrics_only_no_render;track_status=tracked;failure_labels=stability_regression,vehicle_riding,tracked,stability_regression,578
2026-06-25-bench-data-three-way-metrics-wjs,2026-06-25-bench-data-three-way-metrics-wjs__mechanical_operation__sonic_filtered_231115__door_knob_right_side_peep_r_001_a512__no_mpc_baseline,spider,mechanical_operation__sonic_filtered_231115__door_knob_right_side_peep_r_001_a512,no_mpc_baseline,/data_team/junsong/model-based/wbc_results/assets/checkpoints/model_8000.pt,no_mpc_baseline,0,complete,true,-0.770798234269,0.0795668438077,0.074281051755,0.0646515637636,0.218499459326,0.0294753909111,0.0508090294898,0.0802844204009,0.0522648096085,0.0420013442636,23.245098114,,artifacts.md#no_mpc_baseline,metrics_only_no_render;track_status=tracked,mechanical_operation,tracked,,287
2026-06-25-bench-data-three-way-metrics-wjs,2026-06-25-bench-data-three-way-metrics-wjs__mechanical_operation__sonic_filtered_231115__door_knob_right_side_peep_r_001_a512__best_s128,spider,mechanical_operation__sonic_filtered_231115__door_knob_right_side_peep_r_001_a512,best_s128,/data_team/junsong/model-based/wbc_results/assets/checkpoints/model_8000.pt,best_s128,0,complete,true,-0.554733744822,0.0292678121477,0.0295890662819,0.027339713648,0.0861965920776,0.0280946530402,0.048358861357,0.0764535143971,0.0365853644907,0.0914102420211,37.4159736633,,artifacts.md#best_s128,metrics_only_no_render;track_status=tracked;failure_labels=stability_regression,mechanical_operation,tracked,stability_regression,287
2026-06-25-bench-data-three-way-metrics-wjs,2026-06-25-bench-data-three-way-metrics-wjs__mechanical_operation__sonic_filtered_231115__door_knob_right_side_peep_r_001_a512__sweetpoint,spider,mechanical_operation__sonic_filtered_231115__door_knob_right_side_peep_r_001_a512,sweetpoint,/data_team/junsong/model-based/wbc_results/assets/checkpoints/model_8000.pt,sweetpoint,0,complete,true,-0.502869488671,0.0359340235591,0.0337676145136,0.0280984193087,0.0978000573814,0.028430653736,0.0485539771616,0.0769846308976,0.0261324048042,0.0904884561896,36.8137588501,,artifacts.md#sweetpoint,metrics_only_no_render;track_status=tracked;failure_labels=stability_regression,mechanical_operation,tracked,stability_regression,287
2026-06-25-bench-data-three-way-metrics-wjs,2026-06-25-bench-data-three-way-metrics-wjs__carrying_relocation__sonic_filtered_231120__big_heavy_one_hand_behind_high_to_behind_high_r_001_a524__no_mpc_baseline,spider,carrying_relocation__sonic_filtered_231120__big_heavy_one_hand_behind_high_to_behind_high_r_001_a524,no_mpc_baseline,/data_team/junsong/model-based/wbc_results/assets/checkpoints/model_8000.pt,no_mpc_baseline,0,complete,true,-2.99286471345,0.275868654251,0.285454630852,0.291187673807,0.85251095891,0.0300294235349,0.0526704266667,0.0826998502016,0.306688427925,0.102765195072,43.8893203735,,artifacts.md#no_mpc_baseline,metrics_only_no_render;track_status=failed;failure_labels=root_translation_drift|ee_global_tracking_failure,carrying_relocation,failed,root_translation_drift|ee_global_tracking_failure,613
2026-06-25-bench-data-three-way-metrics-wjs,2026-06-25-bench-data-three-way-metrics-wjs__carrying_relocation__sonic_filtered_231120__big_heavy_one_hand_behind_high_to_behind_high_r_001_a524__best_s128,spider,carrying_relocation__sonic_filtered_231120__big_heavy_one_hand_behind_high_to_behind_high_r_001_a524,best_s128,/data_team/junsong/model-based/wbc_results/assets/checkpoints/model_8000.pt,best_s128,0,complete,true,-2.26072583497,0.0841580182314,0.0942798703909,0.1027636379,0.281201526523,0.0340116843581,0.0559677556157,0.0899794399738,0.340946167707,0.199505716562,75.4353942871,,artifacts.md#best_s128,metrics_only_no_render;track_status=borderline;failure_labels=borderline|stability_regression,carrying_relocation,borderline,borderline|stability_regression,613
2026-06-25-bench-data-three-way-metrics-wjs,2026-06-25-bench-data-three-way-metrics-wjs__carrying_relocation__sonic_filtered_231120__big_heavy_one_hand_behind_high_to_behind_high_r_001_a524__sweetpoint,spider,carrying_relocation__sonic_filtered_231120__big_heavy_one_hand_behind_high_to_behind_high_r_001_a524,sweetpoint,/data_team/junsong/model-based/wbc_results/assets/checkpoints/model_8000.pt,sweetpoint,0,complete,true,-2.27512894273,0.136134088039,0.142975628376,0.152290225029,0.431399941444,0.028090743348,0.0477189831436,0.0758097264916,0.319738984108,0.144252941012,56.1748085022,,artifacts.md#sweetpoint,metrics_only_no_render;track_status=borderline;failure_labels=borderline|stability_regression,carrying_relocation,borderline,borderline|stability_regression,613
2026-06-25-bench-data-three-way-metrics-wjs,2026-06-25-bench-data-three-way-metrics-wjs__acrobatics_parkour__sonic_filtered_230509__burpee_001_a359__no_mpc_baseline,spider,acrobatics_parkour__sonic_filtered_230509__burpee_001_a359,no_mpc_baseline,/data_team/junsong/model-based/wbc_results/assets/checkpoints/model_8000.pt,no_mpc_baseline,0,complete,true,-2.33286275864,0.114687286317,0.112608142197,0.120017640293,0.347313068807,0.0559920147061,0.0924906283617,0.148482643068,0.269047617912,0.233682349324,127.965354919,,artifacts.md#no_mpc_baseline,metrics_only_no_render;track_status=tracked,acrobatics_parkour,tracked,,630
2026-06-25-bench-data-three-way-metrics-wjs,2026-06-25-bench-data-three-way-metrics-wjs__acrobatics_parkour__sonic_filtered_230509__burpee_001_a359__best_s128,spider,acrobatics_parkour__sonic_filtered_230509__burpee_001_a359,best_s128,/data_team/junsong/model-based/wbc_results/assets/checkpoints/model_8000.pt,best_s128,0,complete,true,-3.78779614717,0.378194451332,0.400256663561,0.421043545008,1.1994946599,0.069513335824,0.112419530749,0.181932866573,0.275396823883,0.446436554193,213.307937622,,artifacts.md#best_s128,metrics_only_no_render;track_status=failed;failure_labels=root_translation_drift|ee_global_tracking_failure|baseline_regression|stability_regression,acrobatics_parkour,failed,root_translation_drift|ee_global_tracking_failure|baseline_regression|stability_regression,630
2026-06-25-bench-data-three-way-metrics-wjs,2026-06-25-bench-data-three-way-metrics-wjs__acrobatics_parkour__sonic_filtered_230509__burpee_001_a359__sweetpoint,spider,acrobatics_parkour__sonic_filtered_230509__burpee_001_a359,sweetpoint,/data_team/junsong/model-based/wbc_results/assets/checkpoints/model_8000.pt,sweetpoint,0,complete,true,-2.15508796498,0.0945828929543,0.105428084731,0.120082892478,0.320093870163,0.0551703162491,0.0908646211028,0.146034937352,0.247619047761,0.304727226496,156.940872192,,artifacts.md#sweetpoint,metrics_only_no_render;track_status=tracked;failure_labels=stability_regression,acrobatics_parkour,tracked,stability_regression,630
2026-06-25-bench-data-three-way-metrics-wjs,2026-06-25-bench-data-three-way-metrics-wjs__phone_social_scene__sonic_filtered_230713__cellphone_record_sequence_fast_r_001_a428__no_mpc_baseline,spider,phone_social_scene__sonic_filtered_230713__cellphone_record_sequence_fast_r_001_a428,no_mpc_baseline,/data_team/junsong/model-based/wbc_results/assets/checkpoints/model_8000.pt,no_mpc_baseline,0,complete,true,-1.31025076881,0.151593923569,0.171601668,0.168029770255,0.491225361824,0.0319143198431,0.0526663437486,0.0845806635916,0.0423433855176,0.0710756778717,32.6022720337,,artifacts.md#no_mpc_baseline,metrics_only_no_render;track_status=tracked,phone_social_scene,tracked,,862
2026-06-25-bench-data-three-way-metrics-wjs,2026-06-25-bench-data-three-way-metrics-wjs__phone_social_scene__sonic_filtered_230713__cellphone_record_sequence_fast_r_001_a428__best_s128,spider,phone_social_scene__sonic_filtered_230713__cellphone_record_sequence_fast_r_001_a428,best_s128,/data_team/junsong/model-based/wbc_results/assets/checkpoints/model_8000.pt,best_s128,0,complete,true,-1.00784664303,0.0762147158384,0.0834276303649,0.0873805731535,0.247022919357,0.0336523912847,0.0546660870314,0.0883184783161,0.0574245937169,0.169397085905,59.9166603088,,artifacts.md#best_s128,metrics_only_no_render;track_status=tracked;failure_labels=stability_regression,phone_social_scene,tracked,stability_regression,862
2026-06-25-bench-data-three-way-metrics-wjs,2026-06-25-bench-data-three-way-metrics-wjs__phone_social_scene__sonic_filtered_230713__cellphone_record_sequence_fast_r_001_a428__sweetpoint,spider,phone_social_scene__sonic_filtered_230713__cellphone_record_sequence_fast_r_001_a428,sweetpoint,/data_team/junsong/model-based/wbc_results/assets/checkpoints/model_8000.pt,sweetpoint,0,complete,true,-0.631300998479,0.0285312868655,0.0453082844615,0.0535422973335,0.12738186866,0.0313907302916,0.0511432960629,0.0825340263546,0.0266821328551,0.121330164373,45.1301651001,,artifacts.md#sweetpoint,metrics_only_no_render;track_status=tracked;failure_labels=stability_regression,phone_social_scene,tracked,stability_regression,862
