experiment_id,run_id,source_project,motion,method,checkpoint,config_label,seed,status,success,score,root_pos_error_mean,body_global_pos_error_mean,ee_global_pos_error_mean,global_sum,body_local_pos_error_mean,ee_local_pos_error_mean,local_sum,contact_mismatch_rate,control_delta_mean,joint_acc_mean,duration_sec,artifact_ref,notes,num_steps,root_pos_error_max,root_rot_error_mean,body_global_rot_error_mean,ee_local_pos_error_mean_extra,hand_global_pos_error_mean,joint_pos_error_mean,joint_vel_error_mean,contact_false_positive_rate,contact_false_negative_rate,contact_switch_rate,action_delta_mean,joint_jerk_mean,mpc_samples,mpc_iterations,mpc_horizon_steps,mpc_control_steps,mpc_knot_count,mpc_root_pos_sigma,mpc_root_rot_sigma,mpc_joint_sigma,mpc_num_windows,mpc_final_scores_mean,mpc_final_scores_max
2026-06-26-homejrhangmr-three-way-wjs,2026-06-26-homejrhangmr-three-way-wjs__homejrhangmr_dataset_pbhc_contact_maskACCADFemale1Walking_c3dB19-walktopickupbox_posespkl__motion__no_mpc_baseline,spider,homejrhangmr_dataset_pbhc_contact_maskACCADFemale1Walking_c3dB19-walktopickupbox_posespkl__motion,no_mpc_baseline,/data_team/junsong/model-based/wbc_results/assets/checkpoints/model_8000.pt,no_mpc_baseline,0,complete,true,-1.63357541934,0.223149374127,0.222694396973,0.22032558918,0.66616936028,0.0287110153586,0.0433463864028,0.0720574017614,0.0753623247147,0.156195953488,77.7770996094,,artifacts.md#no-mpc-baseline,single_motion_full_length;seed0;no_render;json_method=no_mpc,345,0.321547687054,0.087137311697,0.125149190426,0.0433463864028,0.22541436553,0.51434648037,2.13002705574,0.0652173906565,0.0101449275389,0.0348837226629,0.372051030397,83.6465377808,,,,,,,,,,,
2026-06-26-homejrhangmr-three-way-wjs,2026-06-26-homejrhangmr-three-way-wjs__homejrhangmr_dataset_pbhc_contact_maskACCADFemale1Walking_c3dB19-walktopickupbox_posespkl__motion__sweetpoint,spider,homejrhangmr_dataset_pbhc_contact_maskACCADFemale1Walking_c3dB19-walktopickupbox_posespkl__motion,sweetpoint,/data_team/junsong/model-based/wbc_results/assets/checkpoints/model_8000.pt,sweetpoint,0,complete,true,-0.904509574175,0.0793007388711,0.0820261240005,0.0785721540451,0.239899016917,0.0275536123663,0.0408925935626,0.0684462059289,0.0610465109348,0.177741199732,81.9809112549,,artifacts.md#sweetpoint,single_motion_full_length;seed0;no_render;json_method=g1_wbc_joint_global;samples=512;horizon=40;control=20,344,0.149606004357,0.0793621242046,0.122800350189,0.0408925935626,0.0880626142025,0.514621675014,2.314494133,0.0523255802691,0.00872093066573,0.0233236160129,0.418670237064,95.9544372559,512,2,40,20,8,0.04,0.1,0.18,18,-7.12706565857,-6.43985700607
2026-06-26-homejrhangmr-three-way-wjs,2026-06-26-homejrhangmr-three-way-wjs__homejrhangmr_dataset_pbhc_contact_maskACCADFemale1Walking_c3dB19-walktopickupbox_posespkl__motion__n8192,spider,homejrhangmr_dataset_pbhc_contact_maskACCADFemale1Walking_c3dB19-walktopickupbox_posespkl__motion,n8192,/data_team/junsong/model-based/wbc_results/assets/checkpoints/model_8000.pt,n8192,0,complete,true,-0.875192250684,0.0541182719171,0.0553502775729,0.0529747530818,0.162443302572,0.0267623122782,0.0396556705236,0.0664179828018,0.0770348832011,0.147369459271,70.7909240723,,artifacts.md#n8192,single_motion_full_length;seed0;no_render;json_method=g1_wbc_joint_global;final_run_on_empty_h100_gpu2_with_cuda_visible_devices;samples=8192;horizon=80;control=20,344,0.126499339938,0.0684113577008,0.110011972487,0.0396556705236,0.0603027381003,0.497731596231,2.04066157341,0.0581395328045,0.018895348534,0.0408163294196,0.354116141796,78.8321990967,8192,2,80,20,8,0.08,0.18,0.28,18,-5.28425502777,-3.79794049263
